,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
10,218e579e-4208-40e1-9744-2fb6882a02d5,[Irene] is [Matt]'s daughter. ,"('Matt', 'Irene')",Fill in the blanks : [Irene] is [Matt] 's _. ,daughter,"[""[Irene] is [Matt]'s daughter. ""]",[Irene] is [Matt]'s daughter. ,[],daughter,task_1.1,"[(0, 1)]",['daughter'],"(0, 1)","Matt:male,Irene:female",,"{11: 0, 15: 1}",train
11,7cf18ac4-c71c-4c38-a537-f08241d8629d,[Anthony] is the father of [Nathaniel]. ,"('Nathaniel', 'Anthony')",What is the family connection between [Nathaniel] and [Anthony] ? ,father,"[""[Anthony] is [Nathaniel]'s father. ""]",[Anthony] is the father of [Nathaniel]. ,[],father,task_1.1,"[(0, 1)]",['father'],"(0, 1)","Nathaniel:male,Anthony:male",,"{24: 0, 21: 1}",train
12,2e34ca20-33a9-4bb8-a8f0-a61d5b709822,[Iva] is [Dolores]'s mother-in-law. ,"('Dolores', 'Iva')","For [Dolores], who is [Iva] ? ",mother-in-law,['[Iva] is the mother-in-law of [Dolores]. '],[Iva] is [Dolores]'s mother-in-law. ,[],mother-in-law,task_1.1,"[(0, 1)]",['mother-in-law'],"(0, 1)","Dolores:female,Iva:female",,"{38: 0, 5: 1}",train
13,bccc86be-6519-4304-8fe8-b423ef800571,[Anthony] is [Jody]'s son. ,"('Jody', 'Anthony')",How are [Jody] and [Anthony] related to each other ? ,son,"[""[Anthony] is [Jody]'s son. ""]",[Anthony] is [Jody]'s son. ,[],son,task_1.1,"[(0, 1)]",['son'],"(0, 1)","Jody:female,Anthony:male",,"{1: 0, 21: 1}",train
14,98dfa781-4c02-4072-8c1f-dfb8b54c55a2,[Mildred] is [Brooks]'s mother-in-law. ,"('Brooks', 'Mildred')","For [Brooks], who is [Mildred] ? ",mother-in-law,['[Mildred] is the mother-in-law of [Brooks]. '],[Mildred] is [Brooks]'s mother-in-law. ,[],mother-in-law,task_1.1,"[(0, 1)]",['mother-in-law'],"(0, 1)","Brooks:male,Mildred:female",,"{37: 0, 16: 1}",train
15,d8218681-4064-47cb-8e1a-acbf31194360,[Lance] is the nephew of [Maude]. ,"('Maude', 'Lance')",What is the family connection between [Maude] and [Lance] ? ,nephew,"[""[Lance] is [Maude]'s nephew. ""]",[Lance] is the nephew of [Maude]. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","Maude:female,Lance:male",,"{2: 0, 18: 1}",train
16,a409b50a-3b9f-45d0-b1a3-e0ec088d77ad,[Mike] is [Jonathan]'s grandson. ,"('Jonathan', 'Mike')",Who is [Mike] from the point of relation of [Jonathan] ? ,grandson,['[Mike] is the grandson of [Jonathan]. '],[Mike] is [Jonathan]'s grandson. ,[],grandson,task_1.1,"[(0, 1)]",['grandson'],"(0, 1)","Jonathan:male,Mike:male",,"{0: 0, 14: 1}",train
17,65c0ee8f-650d-44e0-b669-0697a448d803,[Matt] is [Lisa]'s husband. ,"('Lisa', 'Matt')",Fill in the blanks : [Matt] is [Lisa] 's _. ,husband,['The husband of [Lisa] is [Matt]. '],[Matt] is [Lisa]'s husband. ,[],husband,task_1.1,"[(0, 1)]",['husband'],"(0, 1)","Lisa:female,Matt:male",,"{3: 0, 11: 1}",train
18,028e93a2-a77d-4ec0-8622-6d3b1632bb76,[John] is [Arthur]'s father-in-law. ,"('Arthur', 'John')",How are [Arthur] and [John] related to each other ? ,father-in-law,['[John] is the father-in-law of [Arthur]. '],[John] is [Arthur]'s father-in-law. ,[],father-in-law,task_1.1,"[(0, 1)]",['father-in-law'],"(0, 1)","Arthur:male,John:male",,"{27: 0, 6: 1}",train
19,ae49b6c7-d843-4131-b2e6-5f8d12373ec8,[Irene] is [Jody]'s granddaughter. ,"('Jody', 'Irene')",How are [Jody] and [Irene] related to each other ? ,granddaughter,['[Jody] has a granddaughter who is [Irene]. '],[Irene] is [Jody]'s granddaughter. ,[],granddaughter,task_1.1,"[(0, 1)]",['granddaughter'],"(0, 1)","Jody:female,Irene:female",,"{1: 0, 15: 1}",train
20,0f90519a-46c2-4e00-8795-01f8dd248792,[Jeffrey] is the nephew of [Maude]. ,"('Maude', 'Jeffrey')",Fill in the blanks : [Jeffrey] is [Maude] 's _. ,nephew,"[""[Jeffrey] is [Maude]'s nephew. ""]",[Jeffrey] is the nephew of [Maude]. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","Maude:female,Jeffrey:male",,"{2: 0, 12: 1}",train
21,49cd7925-7bc4-4a61-8e46-b20ede1a0530,[Jody] is the mother of [Iva]. ,"('Iva', 'Jody')","For [Iva], who is [Jody] ? ",mother,"[""[Jody] is [Iva]'s mother. ""]",[Jody] is the mother of [Iva]. ,[],mother,task_1.1,"[(0, 1)]",['mother'],"(0, 1)","Iva:female,Jody:female",,"{5: 0, 1: 1}",train
22,512a05ba-bcf5-4a09-982c-a152c2e35354,[Lauren] is [Mildred]'s niece. ,"('Mildred', 'Lauren')",What is the family connection between [Mildred] and [Lauren] ? ,neice,"[""[Lauren] is [Mildred]'s niece. ""]",[Lauren] is [Mildred]'s niece. ,[],neice,task_1.1,"[(0, 1)]",['neice'],"(0, 1)","Mildred:female,Lauren:female",,"{16: 0, 7: 1}",train
23,6a7b28c8-f286-4427-84e4-d7453aed69d8,[Anthony] is [Eileen]'s uncle. ,"('Eileen', 'Anthony')",What is the family connection between [Eileen] and [Anthony] ? ,uncle,"[""[Anthony] is [Eileen]'s uncle. ""]",[Anthony] is [Eileen]'s uncle. ,[],uncle,task_1.1,"[(0, 1)]",['uncle'],"(0, 1)","Eileen:female,Anthony:male",,"{20: 0, 21: 1}",train
24,3ac801fa-4fe3-4ed9-8d35-ddce0a289840,[David] is [Maureen]'s father-in-law. ,"('Maureen', 'David')",What is the family connection between [Maureen] and [David] ? ,father-in-law,['[David] is the father-in-law of [Maureen]. '],[David] is [Maureen]'s father-in-law. ,[],father-in-law,task_1.1,"[(0, 1)]",['father-in-law'],"(0, 1)","Maureen:female,David:male",,"{36: 0, 4: 1}",train
25,cf419012-0441-4882-a3ef-e243d0136d0a,[John] is the uncle of [Frances]. ,"('Frances', 'John')","For [Frances], who is [John] ? ",uncle,['[John] is the uncle of [Frances]. '],[John] is the uncle of [Frances]. ,[],uncle,task_1.1,"[(0, 1)]",['uncle'],"(0, 1)","Frances:female,John:male",,"{13: 0, 6: 1}",train
26,54c795bd-e8e3-46b3-99ee-b452ed7aa83d,[Iva] is [Jonathan]'s daughter. ,"('Jonathan', 'Iva')",How are [Jonathan] and [Iva] related to each other ? ,daughter,['[Iva] is a daughter of [Jonathan]. '],[Iva] is [Jonathan]'s daughter. ,[],daughter,task_1.1,"[(0, 1)]",['daughter'],"(0, 1)","Jonathan:male,Iva:female",,"{0: 0, 5: 1}",train
27,4aaf7910-0814-40e6-9276-b66ce9c40032,[Jonathan] is the husband of [Jody]. ,"('Jody', 'Jonathan')","For [Jody], who is [Jonathan] ? ",husband,['[Jonathan] is the husband of [Jody]. '],[Jonathan] is the husband of [Jody]. ,[],husband,task_1.1,"[(0, 1)]",['husband'],"(0, 1)","Jody:female,Jonathan:male",,"{1: 0, 0: 1}",train
28,238ff896-adbd-48d6-93cc-5e7131bee7a3,[Mark] has a wife who is [Patricia]. ,"('Mark', 'Patricia')",How are [Mark] and [Patricia] related to each other ? ,wife,"[""[Patricia] is [Mark]'s wife. ""]",[Mark] has a wife who is [Patricia]. ,[],wife,task_1.1,"[(0, 1)]",['wife'],"(0, 1)","Mark:male,Patricia:female",,"{39: 0, 23: 1}",train
29,8f1f4e56-7c66-47b3-ba69-eb37205ba64c,[Evelyn] is [Nathaniel]'s wife. ,"('Nathaniel', 'Evelyn')",How is [Nathaniel] related to [Evelyn] ? ,wife,"[""[Evelyn] is [Nathaniel]'s wife. ""]",[Evelyn] is [Nathaniel]'s wife. ,[],wife,task_1.1,"[(0, 1)]",['wife'],"(0, 1)","Nathaniel:male,Evelyn:female",,"{24: 0, 40: 1}",train
30,bca6cc82-ee10-4aaf-9ee0-83bf2610e044,[Richard] is the nephew of [Lisa]. ,"('Lisa', 'Richard')",How is [Lisa] related to [Richard] ? ,nephew,"[""[Richard] is [Lisa]'s nephew. ""]",[Richard] is the nephew of [Lisa]. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","Lisa:female,Richard:male",,"{3: 0, 22: 1}",train
31,cd5dff89-35f8-4956-9a15-d84d91079688,[Jody] is [John]'s mother-in-law. ,"('John', 'Jody')",How are [John] and [Jody] related to each other ? ,mother-in-law,"[""[Jody] is [John]'s mother-in-law. ""]",[Jody] is [John]'s mother-in-law. ,[],mother-in-law,task_1.1,"[(0, 1)]",['mother-in-law'],"(0, 1)","John:male,Jody:female",,"{6: 0, 1: 1}",train
32,3484825c-b679-441a-b7b9-b64e436bba5d,[David] has a son called [Winston]. ,"('David', 'Winston')",How is [David] related to [Winston] ? ,son,['[Winston] is a son of [David]. '],[David] has a son called [Winston]. ,[],son,task_1.1,"[(0, 1)]",['son'],"(0, 1)","David:male,Winston:male",,"{4: 0, 17: 1}",train
33,bc94a0b2-a815-46a6-8546-4ccfb64570e0,[Arthur] is the son-in-law of [John]. ,"('John', 'Arthur')",Who is [Arthur] from the point of relation of [John] ? ,son-in-law,['[John] has a son-in-law who is [Arthur]. '],[Arthur] is the son-in-law of [John]. ,[],son-in-law,task_1.1,"[(0, 1)]",['son-in-law'],"(0, 1)","John:male,Arthur:male",,"{6: 0, 27: 1}",train
34,19ca2b9e-0eeb-46b6-8595-64af8596b2e8,[Winston] is the nephew of [Anthony]. ,"('Anthony', 'Winston')",Fill in the blanks : [Winston] is [Anthony] 's _. ,nephew,['[Winston] is the nephew of [Anthony]. '],[Winston] is the nephew of [Anthony]. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","Anthony:male,Winston:male",,"{21: 0, 17: 1}",train
35,03d519c2-d83f-40fd-be2e-2db0f62c85fe,[Jody] is [Dennis]'s grandmother. ,"('Dennis', 'Jody')",Fill in the blanks : [Jody] is [Dennis] 's _. ,grandmother,['[Jody] is the grandmother of [Dennis]. '],[Jody] is [Dennis]'s grandmother. ,[],grandmother,task_1.1,"[(0, 1)]",['grandmother'],"(0, 1)","Dennis:male,Jody:female",,"{19: 0, 1: 1}",train
36,b6f1e020-cf98-4a4e-8c94-d2583e8ce796,[Jonathan] is [Nancy]'s grandfather. ,"('Nancy', 'Jonathan')",How is [Nancy] related to [Jonathan] ? ,grandfather,"[""[Jonathan] is [Nancy]'s grandfather. ""]",[Jonathan] is [Nancy]'s grandfather. ,[],grandfather,task_1.1,"[(0, 1)]",['grandfather'],"(0, 1)","Nancy:female,Jonathan:male",,"{8: 0, 0: 1}",train
37,a72a5ea7-34e5-41b2-b8e6-2eb00d842618,[Jody] has a granddaughter who is [Katherine]. ,"('Jody', 'Katherine')",Fill in the blanks : [Katherine] is [Jody] 's _. ,granddaughter,['[Jody] has a granddaughter who is [Katherine]. '],[Jody] has a granddaughter who is [Katherine]. ,[],granddaughter,task_1.1,"[(0, 1)]",['granddaughter'],"(0, 1)","Jody:female,Katherine:female",,"{1: 0, 25: 1}",train
38,86ef2e6a-705d-4b74-9553-952e6028d259,[Nathaniel] is the nephew of [David]. ,"('David', 'Nathaniel')",Fill in the blanks : [Nathaniel] is [David] 's _. ,nephew,['[Nathaniel] is the nephew of [David]. '],[Nathaniel] is the nephew of [David]. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","David:male,Nathaniel:male",,"{4: 0, 24: 1}",train
39,b9eb3943-7f7e-426e-b975-e7f25620ac63,[Anthony] is the father-in-law of [Nicholas]. ,"('Nicholas', 'Anthony')",What is the family connection between [Nicholas] and [Anthony] ? ,father-in-law,"[""[Anthony] is [Nicholas]'s father-in-law. ""]",[Anthony] is the father-in-law of [Nicholas]. ,[],father-in-law,task_1.1,"[(0, 1)]",['father-in-law'],"(0, 1)","Nicholas:male,Anthony:male",,"{41: 0, 21: 1}",train
40,6a46bfcc-418d-452b-a178-80f7f6aa5676,[Iva] has a son-in-law who is [Mark]. ,"('Iva', 'Mark')",What is the family connection between [Iva] and [Mark] ? ,son-in-law,['[Mark] is the son-in-law of [Iva]. '],[Iva] has a son-in-law who is [Mark]. ,[],son-in-law,task_1.1,"[(0, 1)]",['son-in-law'],"(0, 1)","Iva:female,Mark:male",,"{5: 0, 39: 1}",train
41,607bb43f-1999-4145-9467-1a56bfae0f9f,[Jody] is [Eileen]'s grandmother. ,"('Eileen', 'Jody')",How are [Eileen] and [Jody] related to each other ? ,grandmother,"[""[Jody] is [Eileen]'s grandmother. ""]",[Jody] is [Eileen]'s grandmother. ,[],grandmother,task_1.1,"[(0, 1)]",['grandmother'],"(0, 1)","Eileen:female,Jody:female",,"{20: 0, 1: 1}",train
42,04f94018-9496-4926-b34a-be96aaed22fe,[John] is the father of [Eddie]. ,"('Eddie', 'John')",How is [Eddie] related to [John] ? ,father,['[John] is the father of [Eddie]. '],[John] is the father of [Eddie]. ,[],father,task_1.1,"[(0, 1)]",['father'],"(0, 1)","Eddie:male,John:male",,"{9: 0, 6: 1}",train
43,65621359-8e94-4d38-92d5-a849f94a9e62,[Iva] is [Charles]'s aunt. ,"('Charles', 'Iva')",Who is [Iva] from the point of relation of [Charles] ? ,aunt,"[""[Iva] is [Charles]'s aunt. ""]",[Iva] is [Charles]'s aunt. ,[],aunt,task_1.1,"[(0, 1)]",['aunt'],"(0, 1)","Charles:male,Iva:female",,"{10: 0, 5: 1}",train
44,3a44befe-ea9d-4cce-8db9-b27abebb2924,[Nancy] is the niece of [Matt]. ,"('Matt', 'Nancy')",Who is [Nancy] from the point of relation of [Matt] ? ,neice,"[""[Nancy] is [Matt]'s niece. ""]",[Nancy] is the niece of [Matt]. ,[],neice,task_1.1,"[(0, 1)]",['neice'],"(0, 1)","Matt:male,Nancy:female",,"{11: 0, 8: 1}",train
45,d9b967f2-07a6-44fc-92f5-4dd9443d6f6f,[Dennis] is [Jonathan]'s grandson. ,"('Jonathan', 'Dennis')",What is the family connection between [Jonathan] and [Dennis] ? ,grandson,['[Dennis] is the grandson of [Jonathan]. '],[Dennis] is [Jonathan]'s grandson. ,[],grandson,task_1.1,"[(0, 1)]",['grandson'],"(0, 1)","Jonathan:male,Dennis:male",,"{0: 0, 19: 1}",train
46,491c31e8-7016-4324-a06c-aeb041184277,[Mildred] is the aunt of [Nathaniel]. ,"('Nathaniel', 'Mildred')","For [Nathaniel], who is [Mildred] ? ",aunt,['[Mildred] is the aunt of [Nathaniel]. '],[Mildred] is the aunt of [Nathaniel]. ,[],aunt,task_1.1,"[(0, 1)]",['aunt'],"(0, 1)","Nathaniel:male,Mildred:female",,"{24: 0, 16: 1}",train
47,b78f39b6-9ef2-4949-af84-98d7ef4e9386,[Lance] is [Jody]'s grandson. ,"('Jody', 'Lance')",How is [Jody] related to [Lance] ? ,grandson,['[Lance] is the grandson of [Jody]. '],[Lance] is [Jody]'s grandson. ,[],grandson,task_1.1,"[(0, 1)]",['grandson'],"(0, 1)","Jody:female,Lance:male",,"{1: 0, 18: 1}",train
48,85214e0c-e8a7-4641-a660-c3bf5c916e47,[John] is [Irene]'s uncle. ,"('Irene', 'John')",Who is [John] from the point of relation of [Irene] ? ,uncle,['[John] is the uncle of [Irene]. '],[John] is [Irene]'s uncle. ,[],uncle,task_1.1,"[(0, 1)]",['uncle'],"(0, 1)","Irene:female,John:male",,"{15: 0, 6: 1}",train
49,1bea234b-9222-40c0-91f5-030a2395a394,[Iva] is [Mark]'s mother-in-law. ,"('Mark', 'Iva')",How are [Mark] and [Iva] related to each other ? ,mother-in-law,['[Iva] is the mother-in-law of [Mark]. '],[Iva] is [Mark]'s mother-in-law. ,[],mother-in-law,task_1.1,"[(0, 1)]",['mother-in-law'],"(0, 1)","Mark:male,Iva:female",,"{39: 0, 5: 1}",train
50,3d36c368-d960-4dcf-a2bf-599d3f1570e3,[Eddie] is the grandson of [Jonathan]. ,"('Jonathan', 'Eddie')",How are [Jonathan] and [Eddie] related to each other ? ,grandson,['[Jonathan] has a grandson who is [Eddie]. '],[Eddie] is the grandson of [Jonathan]. ,[],grandson,task_1.1,"[(0, 1)]",['grandson'],"(0, 1)","Jonathan:male,Eddie:male",,"{0: 0, 9: 1}",train
51,851f2f17-2935-42fe-a7de-74722aa7e4a6,[Jeffrey] is the husband of [Judith]. ,"('Judith', 'Jeffrey')",Fill in the blanks : [Jeffrey] is [Judith] 's _. ,husband,"[""[Jeffrey] is [Judith]'s husband. ""]",[Jeffrey] is the husband of [Judith]. ,[],husband,task_1.1,"[(0, 1)]",['husband'],"(0, 1)","Judith:female,Jeffrey:male",,"{30: 0, 12: 1}",train
52,3abb91da-f754-49b2-b226-aa2c138ebfc4,[Mildred] is [Lauren]'s aunt. ,"('Lauren', 'Mildred')",Who is [Mildred] from the point of relation of [Lauren] ? ,aunt,['[Mildred] is the aunt of [Lauren]. '],[Mildred] is [Lauren]'s aunt. ,[],aunt,task_1.1,"[(0, 1)]",['aunt'],"(0, 1)","Lauren:female,Mildred:female",,"{7: 0, 16: 1}",train
53,2aa03d68-62f7-4f0b-9069-a76fdb8c61d5,[Richard] is [Katherine]'s brother. ,"('Katherine', 'Richard')",What is the family connection between [Katherine] and [Richard] ? ,brother,['[Katherine] has a brother named [Richard]. '],[Richard] is [Katherine]'s brother. ,[],brother,task_1.1,"[(0, 1)]",['brother'],"(0, 1)","Katherine:female,Richard:male",,"{25: 0, 22: 1}",train
54,78a1e436-ac24-4421-8d70-83f275081650,[Matt] is [Frances]'s father. ,"('Frances', 'Matt')",What is the family connection between [Frances] and [Matt] ? ,father,"[""[Matt] is [Frances]'s father. ""]",[Matt] is [Frances]'s father. ,[],father,task_1.1,"[(0, 1)]",['father'],"(0, 1)","Frances:female,Matt:male",,"{13: 0, 11: 1}",train
55,6c593f93-2c8f-4511-8b2a-394859dd97e9,[Jody] has a granddaughter who is [Frances]. ,"('Jody', 'Frances')",How is [Jody] related to [Frances] ? ,granddaughter,['[Jody] has a granddaughter who is [Frances]. '],[Jody] has a granddaughter who is [Frances]. ,[],granddaughter,task_1.1,"[(0, 1)]",['granddaughter'],"(0, 1)","Jody:female,Frances:female",,"{1: 0, 13: 1}",train
56,0265c06f-cde8-4860-a312-38dbf1c35c38,[Mike] is [David]'s nephew. ,"('David', 'Mike')",Fill in the blanks : [Mike] is [David] 's _. ,nephew,"[""[Mike] is [David]'s nephew. ""]",[Mike] is [David]'s nephew. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","David:male,Mike:male",,"{4: 0, 14: 1}",train
57,5cec573f-ce9f-4fe2-9045-4af506da1838,[Charles] is a son of [Maude]. ,"('Maude', 'Charles')",How are [Maude] and [Charles] related to each other ? ,son,['[Charles] is a son of [Maude]. '],[Charles] is a son of [Maude]. ,[],son,task_1.1,"[(0, 1)]",['son'],"(0, 1)","Maude:female,Charles:male",,"{2: 0, 10: 1}",train
58,47bec2da-c4cc-4bca-a6a0-ade80c069d5c,[Irene] is [Iva]'s niece. ,"('Iva', 'Irene')",How is [Iva] related to [Irene] ? ,neice,"[""[Irene] is [Iva]'s niece. ""]",[Irene] is [Iva]'s niece. ,[],neice,task_1.1,"[(0, 1)]",['neice'],"(0, 1)","Iva:female,Irene:female",,"{5: 0, 15: 1}",train
59,197908b1-a20c-4fb4-b559-c09c316ee531,[Maude] is the mother-in-law of [Esther]. ,"('Esther', 'Maude')",How is [Esther] related to [Maude] ? ,mother-in-law,"[""[Maude] is [Esther]'s mother-in-law. ""]",[Maude] is the mother-in-law of [Esther]. ,[],mother-in-law,task_1.1,"[(0, 1)]",['mother-in-law'],"(0, 1)","Esther:female,Maude:female",,"{29: 0, 2: 1}",train
60,19bde7f2-4ead-451d-b3fa-4130f1e08dd4,[Dennis] is [Lisa]'s nephew. ,"('Lisa', 'Dennis')",How are [Lisa] and [Dennis] related to each other ? ,nephew,['[Dennis] is the nephew of [Lisa]. '],[Dennis] is [Lisa]'s nephew. ,[],nephew,task_1.1,"[(0, 1)]",['nephew'],"(0, 1)","Lisa:female,Dennis:male",,"{3: 0, 19: 1}",train
61,020875cd-96cc-49d3-a59e-9b5a8a0b2a7c,[David] is the father of [Winston]. ,"('Winston', 'David')",Fill in the blanks : [David] is [Winston] 's _. ,father,['[David] is the father of [Winston]. '],[David] is the father of [Winston]. ,[],father,task_1.1,"[(0, 1)]",['father'],"(0, 1)","Winston:male,David:male",,"{17: 0, 4: 1}",train
62,ff58cea3-25e5-464f-88cd-e83459a04880,[Nicholas] is the son-in-law of [Iva]. ,"('Iva', 'Nicholas')",Fill in the blanks : [Nicholas] is [Iva] 's _. ,son-in-law,['[Iva] has a son-in-law who is [Nicholas]. '],[Nicholas] is the son-in-law of [Iva]. ,[],son-in-law,task_1.1,"[(0, 1)]",['son-in-law'],"(0, 1)","Iva:female,Nicholas:male",,"{5: 0, 41: 1}",train
63,1a57b00d-532c-4b37-b49c-cba60e806101,[Lisa] is the aunt of [Lance]. ,"('Lance', 'Lisa')",Fill in the blanks : [Lisa] is [Lance] 's _. ,aunt,['[Lisa] is the aunt of [Lance]. '],[Lisa] is the aunt of [Lance]. ,[],aunt,task_1.1,"[(0, 1)]",['aunt'],"(0, 1)","Lance:male,Lisa:female",,"{18: 0, 3: 1}",train
64,7d0e7542-e1fa-4d1d-a71d-dede2eb46c00,[Richard] is [Anthony]'s son. ,"('Anthony', 'Richard')",Fill in the blanks : [Richard] is [Anthony] 's _. ,son,"[""[Richard] is [Anthony]'s son. ""]",[Richard] is [Anthony]'s son. ,[],son,task_1.1,"[(0, 1)]",['son'],"(0, 1)","Anthony:male,Richard:male",,"{21: 0, 22: 1}",train
65,aff2352b-a7ad-465b-9302-a6a10802a952,[Kayla] is the daughter-in-law of [Matt]. ,"('Matt', 'Kayla')",What is the family connection between [Matt] and [Kayla] ? ,daughter-in-law,['[Kayla] is the daughter-in-law of [Matt]. '],[Kayla] is the daughter-in-law of [Matt]. ,[],daughter-in-law,task_1.1,"[(0, 1)]",['daughter-in-law'],"(0, 1)","Matt:male,Kayla:female",,"{11: 0, 32: 1}",train
66,8c4e782f-f13f-44e3-9f2e-192af6d9dca2,[Jonathan] is [Patricia]'s grandfather. ,"('Patricia', 'Jonathan')",What is the family connection between [Patricia] and [Jonathan] ? ,grandfather,"[""[Jonathan] is [Patricia]'s grandfather. ""]",[Jonathan] is [Patricia]'s grandfather. ,[],grandfather,task_1.1,"[(0, 1)]",['grandfather'],"(0, 1)","Patricia:female,Jonathan:male",,"{23: 0, 0: 1}",train
67,dd55e1e0-fb0c-4daf-acb6-869e22c16a5d,[Arthur] is [Nancy]'s husband. ,"('Nancy', 'Arthur')",Fill in the blanks : [Arthur] is [Nancy] 's _. ,husband,"[""[Arthur] is [Nancy]'s husband. ""]",[Arthur] is [Nancy]'s husband. ,[],husband,task_1.1,"[(0, 1)]",['husband'],"(0, 1)","Nancy:female,Arthur:male",,"{8: 0, 27: 1}",train
68,e4bd8633-4386-4208-a2bd-31518bfab19d,[Jody] is [Jeffrey]'s grandmother. ,"('Jeffrey', 'Jody')",How are [Jeffrey] and [Jody] related to each other ? ,grandmother,['[Jody] is the grandmother of [Jeffrey]. '],[Jody] is [Jeffrey]'s grandmother. ,[],grandmother,task_1.1,"[(0, 1)]",['grandmother'],"(0, 1)","Jeffrey:male,Jody:female",,"{12: 0, 1: 1}",train
