,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
10,7a3c2abe-ba9e-4901-9414-a35c451db673,[James] went to the wedding ceremony for his brother [Stephen]. [Alfred] was delighted to watch his son [James] steal third base in the Championship baseball game.,"('Alfred', 'Stephen')",How is [Alfred] related to [Stephen] ? ,son,['[Alfred] took his son [Stephen] to soccer practice.'],[Alfred] was delighted to watch his son [James] steal third base in the Championship baseball game. [James] went to the wedding ceremony for his brother [Stephen].,"[{('Alfred', 'son', 'Stephen'): [('Alfred', 'son', 'James'), ('James', 'brother', 'Stephen')]}]",son-brother,task_1.2,"[(0, 1), (1, 2)]","['son', 'brother']","(0, 2)","Alfred:male,James:male,Stephen:male",,"{4: 0, 18: 1, 17: 2}",train
11,96dfb2c8-cf7b-421f-923d-ab5a11b24d18,"[Stephen] and his sister [Jo] were twins. Still, they did n't look very much alike. [Susan] drove her son [Stephen] to his soccer game.","('Susan', 'Jo')",How are [Susan] and [Jo] related to each other ? ,daughter,['[Susan] told her daughter [Jo] to wash up. Dinner was ready.'],"[Susan] drove her son [Stephen] to his soccer game. [Stephen] and his sister [Jo] were twins. Still, they did n't look very much alike.","[{('Susan', 'daughter', 'Jo'): [('Susan', 'son', 'Stephen'), ('Stephen', 'sister', 'Jo')]}]",son-sister,task_1.2,"[(0, 1), (1, 2)]","['son', 'sister']","(0, 2)","Susan:female,Stephen:male,Jo:female",,"{16: 0, 17: 1, 20: 2}",train
12,ced78706-1a52-44ac-ad9c-6ca251569c58,"[Kelly]'s mom, [Janet] got ready for the party. [Kelly] asked her father [Reggie] if he could beat up a bully at school for her. [Reggie] told her she had to learn to fight her own battles, but he did teach her how to throw a punch.","('Janet', 'Reggie')",What is the family connection between [Janet] and [Reggie] ? ,grandfather,"[""[Reggie] enjoys watching movies with his son's daughter. Her name is [Janet].""]","[Kelly]'s mom, [Janet] got ready for the party. [Kelly] asked her father [Reggie] if he could beat up a bully at school for her. [Reggie] told her she had to learn to fight her own battles, but he did teach her how to throw a punch.","[{('Janet', 'grandfather', 'Reggie'): [('Janet', 'mother', 'Kelly'), ('Kelly', 'father', 'Reggie')]}]",mother-father,task_1.2,"[(0, 1), (1, 2)]","['mother', 'father']","(0, 2)","Janet:female,Kelly:female,Reggie:male",,"{8: 0, 2: 1, 0: 2}",train
13,33dbe7dc-ae98-4562-8043-c22f5c11ad88,"[Kelly]'s daughter, [Janet], asked her mom to read her a story. [John] liked to talk about his sister, [Kelly].","('John', 'Janet')",Who is [Janet] from the point of relation of [John] ? ,neice,"['[John] and his niece, [Janet], went to the park. They had a wonderful time there.']","[John] liked to talk about his sister, [Kelly]. [Kelly]'s daughter, [Janet], asked her mom to read her a story.","[{('John', 'neice', 'Janet'): [('John', 'sister', 'Kelly'), ('Kelly', 'daughter', 'Janet')]}]",sister-daughter,task_1.2,"[(0, 1), (1, 2)]","['sister', 'daughter']","(0, 2)","John:male,Kelly:female,Janet:female",,"{11: 0, 2: 1, 8: 2}",train
14,3b4048e9-6ca9-4c78-b23f-5944850504f4,[George] bought a book for his son [Ron]. [Ron] is making a very special present for his wife [Eunice].,"('Eunice', 'George')",What is the family connection between [Eunice] and [George] ? ,father-in-law,['[George] and his daughter-in-law [Eunice] went to see a movie Sunday and went out to eat afterwards.'],[Ron] is making a very special present for his wife [Eunice]. [George] bought a book for his son [Ron].,"[{('Eunice', 'father-in-law', 'George'): [('Eunice', 'husband', 'Ron'), ('Ron', 'father', 'George')]}]",husband-father,task_1.2,"[(0, 1), (1, 2)]","['husband', 'father']","(0, 2)","Eunice:female,Ron:male,George:male",,"{39: 0, 23: 1, 5: 2}",train
15,abf698e0-9af4-4019-aa78-89c9f2f18e2d,"[Reggie] is raising his daughter, [Kelly] all by himself. [Kelly] has a son named [Henry].","('Reggie', 'Henry')",Who is [Henry] from the point of relation of [Reggie] ? ,grandson,['[Reggie] was so proud of his Grandson [Henry] for winning the state championship game.'],"[Reggie] is raising his daughter, [Kelly] all by himself. [Kelly] has a son named [Henry].","[{('Reggie', 'grandson', 'Henry'): [('Reggie', 'daughter', 'Kelly'), ('Kelly', 'son', 'Henry')]}]",daughter-son,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'son']","(0, 2)","Reggie:male,Kelly:female,Henry:male",,"{0: 0, 2: 1, 9: 2}",train
16,8873057e-408a-4774-b0f7-759b2baefac6,[Alfred] and his uncle [Billy] love to go hunting together. [Dana] talks to her son [Billy] every day.,"('Dana', 'Alfred')",What is the family connection between [Dana] and [Alfred] ? ,brother,['[Alfred] and his sister [Dana] went to brunch today at the new diner.'],[Dana] talks to her son [Billy] every day. [Alfred] and his uncle [Billy] love to go hunting together.,"[{('Dana', 'brother', 'Alfred'): [('Dana', 'son', 'Billy'), ('Billy', 'uncle', 'Alfred')]}]",son-uncle,task_1.2,"[(0, 1), (1, 2)]","['son', 'uncle']","(0, 2)","Dana:female,Billy:male,Alfred:male",,"{3: 0, 12: 1, 4: 2}",train
17,59f0b203-3da8-4653-af4c-d11b3dfd3c49,"[Billy] asked his father, [John] to help him build a birdhouse. [Billy] always likes to visit his grandmother's house. [Adrienne] does n't mind because she has a wonderful relationship with her grandson [Billy]. She'll have him over all the time, they'll play games and even prank the grandfather while he sleeps in his recliner.","('John', 'Adrienne')","For [John], who is [Adrienne] ? ",mother,['[John] was enjoying the delicious meal prepared by his mother [Adrienne].'],"[Billy] asked his father, [John] to help him build a birdhouse. [Billy] always likes to visit his grandmother's house. [Adrienne] does n't mind because she has a wonderful relationship with her grandson [Billy]. She'll have him over all the time, they'll play games and even prank the grandfather while he sleeps in his recliner.","[{('John', 'mother', 'Adrienne'): [('John', 'son', 'Billy'), ('Billy', 'grandmother', 'Adrienne')]}]",son-grandmother,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandmother']","(0, 2)","John:male,Billy:male,Adrienne:female",,"{11: 0, 12: 1, 1: 2}",train
18,f1e45ffa-f658-4fc6-ad1d-dc2f73359bd1,[Billy]'s sister [Lila] asked him for some help planting her garden. [Billy] and his father [John] played video games all day last Saturday.,"('Lila', 'John')",What is the family connection between [Lila] and [John] ? ,father,['[Lila] took a photo of her father [John] for the family album.'],[Billy]'s sister [Lila] asked him for some help planting her garden. [Billy] and his father [John] played video games all day last Saturday.,"[{('Lila', 'father', 'John'): [('Lila', 'brother', 'Billy'), ('Billy', 'father', 'John')]}]",brother-father,task_1.2,"[(0, 1), (1, 2)]","['brother', 'father']","(0, 2)","Lila:female,Billy:male,John:male",,"{13: 0, 12: 1, 11: 2}",train
19,09b33ee1-5b09-450b-9b38-16daae3e60c5,"[Dana]'s son, [Billy], went with her to the store to buy candy for Halloween. [Billy] has a brother who is younger than him. The brother has a sister whose name is [Lila].","('Dana', 'Lila')",How is [Dana] related to [Lila] ? ,daughter,['[Lila] and her mother [Dana] went to volunteer at the homeless shelter last weekend.'],"[Dana]'s son, [Billy], went with her to the store to buy candy for Halloween. [Billy] has a brother who is younger than him. The brother has a sister whose name is [Lila].","[{('Dana', 'daughter', 'Lila'): [('Dana', 'son', 'Billy'), ('Billy', 'sister', 'Lila')]}]",son-sister,task_1.2,"[(0, 1), (1, 2)]","['son', 'sister']","(0, 2)","Dana:female,Billy:male,Lila:female",,"{3: 0, 12: 1, 13: 2}",train
20,d89707db-fb67-483c-8faf-9cbf6fb4cc3d,[Kelly] took her daughter [Sheila] to see her very first ballet performance. [Sheila] and her husband [Miguel] bought a house near the beach and they really like it.,"('Miguel', 'Kelly')",Fill in the blanks : [Kelly] is [Miguel] 's _. ,mother-in-law,['[Miguel] has a great relationship with his mother-in-law [Kelly].'],[Sheila] and her husband [Miguel] bought a house near the beach and they really like it. [Kelly] took her daughter [Sheila] to see her very first ballet performance.,"[{('Miguel', 'mother-in-law', 'Kelly'): [('Miguel', 'wife', 'Sheila'), ('Sheila', 'mother', 'Kelly')]}]",wife-mother,task_1.2,"[(0, 1), (1, 2)]","['wife', 'mother']","(0, 2)","Miguel:male,Sheila:female,Kelly:female",,"{29: 0, 10: 1, 2: 2}",train
21,5582df41-757b-4217-a179-4d9adbd62d51,[Kasey] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Marcelino]. [George] is [Kasey]'s father.,"('George', 'Marcelino')",How is [George] related to [Marcelino] ? ,son-in-law,"['Due to their good relationship, [George] always invites his son-in-law, [Marcelino], to come with him when he goes hiking.']",[George] is [Kasey]'s father. [Kasey] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Marcelino].,"[{('George', 'son-in-law', 'Marcelino'): [('George', 'daughter', 'Kasey'), ('Kasey', 'husband', 'Marcelino')]}]",daughter-husband,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'husband']","(0, 2)","George:male,Kasey:female,Marcelino:male",,"{5: 0, 25: 1, 41: 2}",train
22,6cdd149f-0bb6-44ac-adec-8a6ca4de3155,"[Kathy] got accepted into her dream college. Her father [John] could not be any prouder. [Kathy] and her husband [Herbert] went to church. They were religious, and tried to go every Sunday.","('John', 'Herbert')",How are [John] and [Herbert] related to each other ? ,son-in-law,['[John] is happy for his daughter and her husband [Herbert].'],"[Kathy] got accepted into her dream college. Her father [John] could not be any prouder. [Kathy] and her husband [Herbert] went to church. They were religious, and tried to go every Sunday.","[{('John', 'son-in-law', 'Herbert'): [('John', 'daughter', 'Kathy'), ('Kathy', 'husband', 'Herbert')]}]",daughter-husband,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'husband']","(0, 2)","John:male,Kathy:female,Herbert:male",,"{11: 0, 14: 1, 32: 2}",train
23,22b6c7f6-ee1b-43a3-99c6-7de45e4a5f4f,[George] bought a book for his son [Ron]. [George]'s dad [Reggie] is the CEO of the company.,"('Ron', 'Reggie')",Fill in the blanks : [Reggie] is [Ron] 's _. ,grandfather,"['[Reggie] spends every weekend teaching his grandson, [Ron] how to do different construction projects.']",[George] bought a book for his son [Ron]. [George]'s dad [Reggie] is the CEO of the company.,"[{('Ron', 'grandfather', 'Reggie'): [('Ron', 'father', 'George'), ('George', 'father', 'Reggie')]}]",father-father,task_1.2,"[(0, 1), (1, 2)]","['father', 'father']","(0, 2)","Ron:male,George:male,Reggie:male",,"{23: 0, 5: 1, 0: 2}",train
24,33b44bba-e843-46fb-a19d-9c3aa0be78ea,[Stephanie] has a wonderful relationship with her uncle [George]. [Kelly] loved to play dress-up with her daughter [Stephanie].,"('Kelly', 'George')",How is [Kelly] related to [George] ? ,brother,['[Kelly] loves her brother [George].'],[Kelly] loved to play dress-up with her daughter [Stephanie]. [Stephanie] has a wonderful relationship with her uncle [George].,"[{('Kelly', 'brother', 'George'): [('Kelly', 'daughter', 'Stephanie'), ('Stephanie', 'uncle', 'George')]}]",daughter-uncle,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'uncle']","(0, 2)","Kelly:female,Stephanie:female,George:male",,"{2: 0, 7: 1, 5: 2}",train
25,7725750d-d035-4f61-a1f3-2fc60b4907ef,"[Vincent] enjoys the company of his wife, [Stephanie], in the evenings. [Allan] was upset at his daughter [Stephanie] for staying out so late.","('Vincent', 'Allan')",How is [Vincent] related to [Allan] ? ,father-in-law,['[Allan] and his Father in law [Vincent] were going to get a new car together.'],"[Vincent] enjoys the company of his wife, [Stephanie], in the evenings. [Allan] was upset at his daughter [Stephanie] for staying out so late.","[{('Vincent', 'father-in-law', 'Allan'): [('Vincent', 'wife', 'Stephanie'), ('Stephanie', 'father', 'Allan')]}]",wife-father,task_1.2,"[(0, 1), (1, 2)]","['wife', 'father']","(0, 2)","Vincent:male,Stephanie:female,Allan:male",,"{26: 0, 7: 1, 6: 2}",train
26,5a1ba077-8466-4577-b6f9-813869b27b74,"[Dana] and her brother [George] were having a wonderful time at Disneyland. [George] is a good character in the society, He has daughter namely called [Alma], He does not any expect from others. Also he is sports man. But due to family situation unable to participate in competition, Finally his daughter after some years won in that competition. so he proud bu his daughter","('Dana', 'Alma')",How are [Dana] and [Alma] related to each other ? ,neice,"[""[Dana]'s niece, [Alma], overslept. [Dana] woke her and told her it was time for breakfast.""]","[Dana] and her brother [George] were having a wonderful time at Disneyland. [George] is a good character in the society, He has daughter namely called [Alma], He does not any expect from others. Also he is sports man. But due to family situation unable to participate in competition, Finally his daughter after some years won in that competition. so he proud bu his daughter","[{('Dana', 'neice', 'Alma'): [('Dana', 'brother', 'George'), ('George', 'daughter', 'Alma')]}]",brother-daughter,task_1.2,"[(0, 1), (1, 2)]","['brother', 'daughter']","(0, 2)","Dana:female,George:male,Alma:female",,"{3: 0, 5: 1, 24: 2}",train
27,931bc8a3-3eaa-4541-956e-3d7221fe1c8d,[Jo] was playing in the sandbox with her brother [Stephen]. [Alfred] is taking his son [Stephen] on a camping trip for the weekend.,"('Jo', 'Alfred')",What is the family connection between [Jo] and [Alfred] ? ,father,"['[Alfred] taught his daughter, [Jo], how to ride a bike.']",[Jo] was playing in the sandbox with her brother [Stephen]. [Alfred] is taking his son [Stephen] on a camping trip for the weekend.,"[{('Jo', 'father', 'Alfred'): [('Jo', 'brother', 'Stephen'), ('Stephen', 'father', 'Alfred')]}]",brother-father,task_1.2,"[(0, 1), (1, 2)]","['brother', 'father']","(0, 2)","Jo:female,Stephen:male,Alfred:male",,"{20: 0, 17: 1, 4: 2}",train
28,5fd2d438-e454-451a-ac24-5186f02baa16,"[Henry] sent flowers to his mother [Kelly] for Mother's Day. [Dana] called [Kelly], her sister, to see if she wanted to go out to eat.","('Henry', 'Dana')",Who is [Dana] from the point of relation of [Henry] ? ,aunt,"['[Henry] was busy planning a 90th birthday party for his aunt, [Dana].']","[Henry] sent flowers to his mother [Kelly] for Mother's Day. [Dana] called [Kelly], her sister, to see if she wanted to go out to eat.","[{('Henry', 'aunt', 'Dana'): [('Henry', 'mother', 'Kelly'), ('Kelly', 'sister', 'Dana')]}]",mother-sister,task_1.2,"[(0, 1), (1, 2)]","['mother', 'sister']","(0, 2)","Henry:male,Kelly:female,Dana:female",,"{9: 0, 2: 1, 3: 2}",train
29,4aef2c6c-53dc-4e8f-b145-2e87fed50a3a,[Kelly] baked a cake for her son [Henry]. [Wilma] could n't wait to pick up her husband [Henry] at the airport.,"('Kelly', 'Wilma')",How are [Kelly] and [Wilma] related to each other ? ,daughter-in-law,['[Kelly] took her daughter-in-law [Wilma] with her when she vacationed in florida. They were gone 10 days.'],[Kelly] baked a cake for her son [Henry]. [Wilma] could n't wait to pick up her husband [Henry] at the airport.,"[{('Kelly', 'daughter-in-law', 'Wilma'): [('Kelly', 'son', 'Henry'), ('Henry', 'wife', 'Wilma')]}]",son-wife,task_1.2,"[(0, 1), (1, 2)]","['son', 'wife']","(0, 2)","Kelly:female,Henry:male,Wilma:female",,"{2: 0, 9: 1, 28: 2}",train
30,4abb2c3c-e3e3-4cd2-bb51-7ab01f7423bb,[Dana] liked to play hide and seek with her son [Billy]. [Adrienne] is raising her grandson [Billy] because she wants him to have a chance at a good life.,"('Dana', 'Adrienne')",How is [Dana] related to [Adrienne] ? ,mother,['[Dana] was celebrating her birthday with her mother [Adrienne].'],[Dana] liked to play hide and seek with her son [Billy]. [Adrienne] is raising her grandson [Billy] because she wants him to have a chance at a good life.,"[{('Dana', 'mother', 'Adrienne'): [('Dana', 'son', 'Billy'), ('Billy', 'grandmother', 'Adrienne')]}]",son-grandmother,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandmother']","(0, 2)","Dana:female,Billy:male,Adrienne:female",,"{3: 0, 12: 1, 1: 2}",train
31,66654441-2da4-4f7e-acef-dffe6b93bf43,"[John] and his son [Billy] went to the skating rink. [Krystina] and her husband [Billy], fight often. Despite this, they still love each other very much.","('Krystina', 'John')",Who is [John] from the point of relation of [Krystina] ? ,father-in-law,['[Krystina] was on the phone with her father-in-law [John].'],"[Krystina] and her husband [Billy], fight often. Despite this, they still love each other very much. [John] and his son [Billy] went to the skating rink.","[{('Krystina', 'father-in-law', 'John'): [('Krystina', 'husband', 'Billy'), ('Billy', 'father', 'John')]}]",husband-father,task_1.2,"[(0, 1), (1, 2)]","['husband', 'father']","(0, 2)","Krystina:female,Billy:male,John:male",,"{30: 0, 12: 1, 11: 2}",train
32,3f03641d-ab1e-4603-93d6-ffa1a85f4cb4,"[George] took his son [Ron] for boxing lessons. He felt the boy needed to toughen up. [George] taught his daughter, [Ella], how to ride a bike.","('Ella', 'Ron')",How are [Ella] and [Ron] related to each other ? ,brother,['[Ella] was playing in the sandbox with her brother [Ron].'],"[George] taught his daughter, [Ella], how to ride a bike. [George] took his son [Ron] for boxing lessons. He felt the boy needed to toughen up.","[{('Ella', 'brother', 'Ron'): [('Ella', 'father', 'George'), ('George', 'son', 'Ron')]}]",father-son,task_1.2,"[(0, 1), (1, 2)]","['father', 'son']","(0, 2)","Ella:female,George:male,Ron:male",,"{22: 0, 5: 1, 23: 2}",train
33,3f43db5e-bf19-4eb3-9447-15ee9d9c1803,"[Alfred] borrowed some money from his sister [Dana]. [Jo] looks up to her father, [Alfred].","('Jo', 'Dana')",Who is [Dana] from the point of relation of [Jo] ? ,aunt,['[Dana] was more than happy to help her sister by watching her child [Jo].'],"[Jo] looks up to her father, [Alfred]. [Alfred] borrowed some money from his sister [Dana].","[{('Jo', 'aunt', 'Dana'): [('Jo', 'father', 'Alfred'), ('Alfred', 'sister', 'Dana')]}]",father-sister,task_1.2,"[(0, 1), (1, 2)]","['father', 'sister']","(0, 2)","Jo:female,Alfred:male,Dana:female",,"{20: 0, 4: 1, 3: 2}",train
34,8b0d4597-1e06-41eb-a779-71ffbcb1a08b,[Dana] was honored to take her son [Billy] to the mother son dance at her son's school last Friday. [Dana] and her daughter [Lila] went out for ice cream. [Dana] got a cone and [Lila] got a sundae.,"('Billy', 'Lila')",How is [Billy] related to [Lila] ? ,sister,"[""[Billy]'s sister, [Lila], was crying, so he told her a joke. She laughed, and felt better.""]",[Dana] was honored to take her son [Billy] to the mother son dance at her son's school last Friday. [Dana] and her daughter [Lila] went out for ice cream. [Dana] got a cone and [Lila] got a sundae.,"[{('Billy', 'sister', 'Lila'): [('Billy', 'mother', 'Dana'), ('Dana', 'daughter', 'Lila')]}]",mother-daughter,task_1.2,"[(0, 1), (1, 2)]","['mother', 'daughter']","(0, 2)","Billy:male,Dana:female,Lila:female",,"{12: 0, 3: 1, 13: 2}",train
35,788eaebb-9c29-45bb-b0b3-c9cc2d06d34c,"[Todd]'s mother, [Dana], was calling him for dinner. [Dana] was disappointed when her father, [Reggie] did not allow her to sleep over with her friends.","('Todd', 'Reggie')","For [Todd], who is [Reggie] ? ",grandfather,"['[Todd] and his grandfather, [Reggie], went to the zoo, and had a great time together.']","[Todd]'s mother, [Dana], was calling him for dinner. [Dana] was disappointed when her father, [Reggie] did not allow her to sleep over with her friends.","[{('Todd', 'grandfather', 'Reggie'): [('Todd', 'mother', 'Dana'), ('Dana', 'father', 'Reggie')]}]",mother-father,task_1.2,"[(0, 1), (1, 2)]","['mother', 'father']","(0, 2)","Todd:male,Dana:female,Reggie:male",,"{15: 0, 3: 1, 0: 2}",train
36,97eaf8d0-48b1-4950-afb0-89fd8f2c5e87,"[Kelly] is married to Thomas and when she was 24, the couple welcomed [Sheila] into the world. [Adrienne]'s daughter, [Kelly], asked her mom to read her a story.","('Adrienne', 'Sheila')","For [Adrienne], who is [Sheila] ? ",granddaughter,"['[Adrienne] adores her granddaughter, [Sheila]. [Sheila] loves her very much too.']","[Adrienne]'s daughter, [Kelly], asked her mom to read her a story. [Kelly] is married to Thomas and when she was 24, the couple welcomed [Sheila] into the world.","[{('Adrienne', 'granddaughter', 'Sheila'): [('Adrienne', 'daughter', 'Kelly'), ('Kelly', 'daughter', 'Sheila')]}]",daughter-daughter,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'daughter']","(0, 2)","Adrienne:female,Kelly:female,Sheila:female",,"{1: 0, 2: 1, 10: 2}",train
